settlement_period,forecast_wind_mw,national_demand_mw,embedded_solar_generation_mw,price_gbp
2020-11-13 16:00:00,8518.0,36165,2,52.95
2020-11-13 17:00:00,8059.0,39258,0,76.26
2020-11-13 18:00:00,7733.0,38803,0,56.49
2020-11-13 19:00:00,7749.0,36372,0,48.07
2020-11-13 20:00:00,7766.0,33615,0,43.45
2020-11-13 21:00:00,7749.0,30448,0,43.44
2020-11-13 22:00:00,7632.0,27463,0,41.89
2020-11-13 23:00:00,7509.0,24291,0,48.0
2020-11-14 00:00:00,7130.0,22962,0,39.2
2020-11-14 01:00:00,7201.0,22533,0,29.85
2020-11-14 02:00:00,7352.0,21003,0,29.67
2020-11-14 03:00:00,7762.0,20163,0,29.51
2020-11-14 04:00:00,8476.0,19428,0,29.5
2020-11-14 05:00:00,9246.0,19796,0,29.8
2020-11-14 06:00:00,9956.0,21333,0,34.65
2020-11-14 07:00:00,10722.0,23518,0,38.86
2020-11-14 08:00:00,11277.0,26049,30,42.01
2020-11-14 09:00:00,11606.0,28560,174,50.0
2020-11-14 10:00:00,11764.0,30309,395,50.44
2020-11-14 11:00:00,11870.0,30920,463,53.7
2020-11-14 12:00:00,11965.0,31499,569,53.73
2020-11-14 13:00:00,12092.0,31290,473,50.0
2020-11-14 14:00:00,12215.0,30637,332,41.03
2020-11-14 15:00:00,12373.0,30763,124,39.28
2020-11-14 16:00:00,12601.0,31987,4,56.0
2020-11-14 17:00:00,12838.0,34497,0,76.73
2020-11-14 18:00:00,13008.0,33924,0,55.29
2020-11-14 19:00:00,13056.0,31815,0,52.7
2020-11-14 20:00:00,13088.0,28918,0,38.42
2020-11-14 21:00:00,13079.0,26419,0,26.0
2020-11-14 22:00:00,12973.0,23915,0,19.81
2020-11-14 23:00:00,12825.0,21523,0,3.72
2020-11-15 00:00:00,12949.0,20417,0,2.47
2020-11-15 01:00:00,12809.0,20249,0,1.67
2020-11-15 02:00:00,12637.0,18984,0,0.12
2020-11-15 03:00:00,12484.0,18209,0,0.69
2020-11-15 04:00:00,12370.0,17566,0,0.44
2020-11-15 05:00:00,12198.0,17797,0,0.89
2020-11-15 06:00:00,11998.0,19085,0,3.94
2020-11-15 07:00:00,11891.0,20535,0,9.94
2020-11-15 08:00:00,11798.0,22163,84,25.73
2020-11-15 09:00:00,11732.0,25443,655,46.0
2020-11-15 10:00:00,11691.0,27020,1940,54.0
2020-11-15 11:00:00,11580.0,27268,2950,51.88
2020-11-15 12:00:00,11283.0,27880,3550,54.76
2020-11-15 13:00:00,10730.0,28635,2560,54.99
2020-11-15 14:00:00,10063.0,29424,1670,54.95
2020-11-15 15:00:00,9531.0,31069,381,36.0
2020-11-15 16:00:00,9590.0,34793,4,58.0
2020-11-15 17:00:00,9340.0,37800,0,78.99
2020-11-15 18:00:00,9239.0,36671,0,58.0
2020-11-15 19:00:00,9620.0,34242,0,54.0
2020-11-15 20:00:00,9926.0,30853,0,46.0
2020-11-15 21:00:00,10160.0,27850,0,53.4
2020-11-15 22:00:00,10359.0,24778,0,26.0
2020-11-15 23:00:00,10488.0,21971,0,5.28
2020-11-16 00:00:00,12037.0,20358,0,0.28
2020-11-16 01:00:00,12550.0,20249,0,-0.09
2020-11-16 02:00:00,13004.0,18895,0,-4.36
2020-11-16 03:00:00,13287.0,18021,0,-1.09
2020-11-16 04:00:00,13464.0,17655,0,0.52
2020-11-16 05:00:00,13536.0,18935,0,22.04
2020-11-16 06:00:00,13561.0,22925,0,36.37
2020-11-16 07:00:00,13508.0,28531,2,39.53
2020-11-16 08:00:00,13390.0,31695,168,40.0
2020-11-16 09:00:00,13228.0,33383,662,47.74
2020-11-16 10:00:00,13066.0,33300,1450,40.36
2020-11-16 11:00:00,12874.0,33325,2050,39.9
2020-11-16 12:00:00,12589.0,34071,1700,47.6
2020-11-16 13:00:00,12114.0,34537,1030,46.19
2020-11-16 14:00:00,11513.0,34938,474,50.36
2020-11-16 15:00:00,10921.0,35670,72,42.42
2020-11-16 16:00:00,10679.0,38338,0,57.29
2020-11-16 17:00:00,10367.0,40665,0,72.7
2020-11-16 18:00:00,10181.0,39664,0,51.57
2020-11-16 19:00:00,10456.0,36779,0,52.11
2020-11-16 20:00:00,10678.0,33397,0,39.28
2020-11-16 21:00:00,10932.0,30223,0,50.0
2020-11-16 22:00:00,11358.0,26381,0,32.88
2020-11-16 23:00:00,11748.0,22758,0,29.44
2020-11-17 00:00:00,12395.0,21413,0,28.08
2020-11-17 01:00:00,12652.0,21193,0,25.38
2020-11-17 02:00:00,12831.0,20063,0,22.38
2020-11-17 03:00:00,12948.0,19227,0,22.33
2020-11-17 04:00:00,13023.0,18925,0,26.38
2020-11-17 05:00:00,13061.0,19742,0,32.51
2020-11-17 06:00:00,13090.0,23404,0,38.83
2020-11-17 07:00:00,13080.0,28924,0,41.94
2020-11-17 08:00:00,13044.0,31666,164,41.43
2020-11-17 09:00:00,12988.0,32424,777,46.0
2020-11-17 10:00:00,12936.0,32251,1010,42.05
2020-11-17 11:00:00,12867.0,32419,1240,43.54
2020-11-17 12:00:00,12771.0,33316,1040,44.22
2020-11-17 13:00:00,12619.0,33342,792,44.1
2020-11-17 14:00:00,12417.0,33111,543,44.1
2020-11-17 15:00:00,12141.0,33676,142,40.25
2020-11-17 16:00:00,11753.0,36407,0,52.38
2020-11-17 17:00:00,11580.0,39224,0,73.83
2020-11-17 18:00:00,11414.0,38321,0,51.8
2020-11-17 19:00:00,11295.0,35789,0,46.55
2020-11-17 20:00:00,11169.0,32868,0,44.1
2020-11-17 21:00:00,11094.0,29655,0,39.58
2020-11-17 22:00:00,11185.0,26144,0,33.08
2020-11-17 23:00:00,11272.0,22785,0,31.47
2020-11-18 00:00:00,11174.0,21316,0,29.27
2020-11-18 01:00:00,11293.0,21221,0,27.97
2020-11-18 02:00:00,11459.0,19787,0,25.91
2020-11-18 03:00:00,11699.0,19020,0,25.16
2020-11-18 04:00:00,11985.0,18880,0,24.2
2020-11-18 05:00:00,12284.0,19698,0,26.92
2020-11-18 06:00:00,12528.0,23175,0,40.4
2020-11-18 07:00:00,12728.0,28452,0,44.46
2020-11-18 08:00:00,12865.0,31124,381,42.54
2020-11-18 09:00:00,12933.0,31580,1180,45.62
2020-11-18 10:00:00,12908.0,31406,1520,42.0
2020-11-18 11:00:00,12815.0,31772,1260,47.0
2020-11-18 12:00:00,12787.0,32537,1280,49.7
2020-11-18 13:00:00,12967.0,32644,703,47.0
2020-11-18 14:00:00,13114.0,32317,500,41.44
2020-11-18 15:00:00,13233.0,32762,211,41.13
2020-11-18 16:00:00,13262.0,35556,4,55.3
2020-11-18 17:00:00,13296.0,38481,0,70.3
2020-11-18 18:00:00,13301.0,37788,0,53.12
2020-11-18 19:00:00,13274.0,35340,0,47.09
2020-11-18 20:00:00,13204.0,32309,0,44.0
2020-11-18 21:00:00,13111.0,29452,0,34.97
2020-11-18 22:00:00,13093.0,26219,0,29.51
2020-11-18 23:00:00,13173.0,23092,0,19.35
2020-11-19 00:00:00,13436.0,21824,0,16.73
2020-11-19 01:00:00,13594.0,21702,0,11.82
2020-11-19 02:00:00,13729.0,20342,0,4.58
2020-11-19 03:00:00,13755.0,19872,0,1.84
2020-11-19 04:00:00,13608.0,19529,0,11.49
2020-11-19 05:00:00,13322.0,20765,0,28.21
2020-11-19 06:00:00,12904.0,24526,0,38.18
2020-11-19 07:00:00,12411.0,30167,0,38.61
2020-11-19 08:00:00,11821.0,33662,208,41.5
2020-11-19 09:00:00,11240.0,34220,1130,48.0
2020-11-19 10:00:00,10838.0,33706,2120,44.0
2020-11-19 11:00:00,10437.0,34029,3010,40.81
2020-11-19 12:00:00,9885.0,34045,3080,45.1
2020-11-19 13:00:00,9103.0,34243,3320,48.0
2020-11-19 14:00:00,8257.0,34048,2640,47.5
2020-11-19 15:00:00,7502.0,36336,667,34.17
2020-11-19 16:00:00,6937.0,39918,1,61.88
2020-11-19 17:00:00,6242.0,42415,0,94.98
2020-11-19 18:00:00,5514.0,42309,0,69.9
2020-11-19 19:00:00,4814.0,40742,0,55.94
2020-11-19 20:00:00,4109.0,38158,0,44.2
2020-11-19 21:00:00,3519.0,34790,0,43.53
2020-11-19 22:00:00,3236.0,30985,0,42.03
2020-11-19 23:00:00,3082.0,27674,0,45.34
2020-11-20 00:00:00,3779.0,26137,0,48.3
2020-11-20 01:00:00,4293.0,25871,0,49.93
2020-11-20 02:00:00,4791.0,24590,0,39.75
2020-11-20 03:00:00,5138.0,23848,0,30.2
2020-11-20 04:00:00,5336.0,23158,0,30.25
2020-11-20 05:00:00,5511.0,23930,0,37.9
2020-11-20 06:00:00,5618.0,27522,0,44.84
2020-11-20 07:00:00,5784.0,32596,1,49.04
2020-11-20 08:00:00,6029.0,35473,179,51.22
2020-11-20 09:00:00,6428.0,36308,573,54.33
2020-11-20 10:00:00,7078.0,36653,927,53.9
2020-11-20 11:00:00,7899.0,36876,1060,47.0
2020-11-20 12:00:00,8712.0,37460,750,43.08
2020-11-20 13:00:00,9434.0,37010,513,42.12
2020-11-20 14:00:00,10053.0,35789,322,41.23
2020-11-20 15:00:00,10679.0,35402,64,41.91
2020-11-20 16:00:00,11332.0,37519,0,53.73
2020-11-20 17:00:00,11741.0,39684,0,50.63
2020-11-20 18:00:00,12053.0,38161,0,44.8
2020-11-20 19:00:00,12198.0,35471,0,44.5
2020-11-20 20:00:00,12363.0,32655,0,42.95
2020-11-20 21:00:00,12493.0,29658,0,37.0
2020-11-20 22:00:00,12518.0,26570,0,28.75
2020-11-20 23:00:00,12547.0,23714,0,31.4
2020-11-21 00:00:00,13153.0,22096,0,29.22
2020-11-21 01:00:00,13178.0,21640,0,27.54
2020-11-21 02:00:00,13196.0,20272,0,25.4
2020-11-21 03:00:00,13173.0,19336,0,23.23
2020-11-21 04:00:00,13101.0,18749,0,22.97
2020-11-21 05:00:00,12990.0,18965,0,21.32
2020-11-21 06:00:00,12908.0,20672,0,26.25
2020-11-21 07:00:00,12880.0,22940,0,30.77
2020-11-21 08:00:00,12859.0,25231,67,36.47
2020-11-21 09:00:00,12841.0,27756,591,46.85
2020-11-21 10:00:00,12886.0,28639,958,49.0
2020-11-21 11:00:00,12921.0,28794,1260,39.36
2020-11-21 12:00:00,12844.0,29439,1470,40.82
2020-11-21 13:00:00,12592.0,29662,1240,43.35
2020-11-21 14:00:00,12288.0,29746,821,42.08
2020-11-21 15:00:00,11994.0,30664,182,40.15
2020-11-21 16:00:00,11772.0,33063,0,55.85
2020-11-21 17:00:00,11618.0,36490,0,72.1
2020-11-21 18:00:00,11533.0,36120,0,55.9
2020-11-21 19:00:00,11682.0,33850,0,48.52
2020-11-21 20:00:00,11807.0,31005,0,42.0
2020-11-21 21:00:00,11894.0,28481,0,38.54
2020-11-21 22:00:00,11912.0,25882,0,34.09
2020-11-21 23:00:00,11914.0,23515,0,32.33
2020-11-22 00:00:00,11662.0,22209,0,29.68
2020-11-22 01:00:00,11515.0,21891,0,28.73
2020-11-22 02:00:00,11323.0,20738,0,25.9
2020-11-22 03:00:00,10997.0,19939,0,25.0
2020-11-22 04:00:00,10603.0,19233,0,27.1
2020-11-22 05:00:00,10227.0,19479,0,30.05
2020-11-22 06:00:00,9777.0,21152,0,32.06
2020-11-22 07:00:00,9335.0,22937,0,29.97
2020-11-22 08:00:00,8882.0,25037,262,40.7
2020-11-22 09:00:00,8431.0,27792,1320,44.0
2020-11-22 10:00:00,8136.0,28751,2310,45.18
2020-11-22 11:00:00,7972.0,29350,3070,46.84
2020-11-22 12:00:00,7853.0,29924,3610,43.28
2020-11-22 13:00:00,7701.0,30328,3010,46.43
2020-11-22 14:00:00,7514.0,30756,2090,47.8
2020-11-22 15:00:00,7216.0,32621,472,40.0
2020-11-22 16:00:00,6884.0,36864,1,55.04
2020-11-22 17:00:00,6824.0,40167,0,79.41
2020-11-22 18:00:00,6778.0,38682,0,57.3
2020-11-22 19:00:00,6772.0,36427,0,48.23
2020-11-22 20:00:00,6771.0,33418,0,41.77
2020-11-22 21:00:00,6718.0,30695,0,39.0
2020-11-22 22:00:00,6500.0,27695,0,36.9
2020-11-22 23:00:00,6283.0,24909,0,35.96
2020-11-23 00:00:00,4915.0,23613,0,35.96
2020-11-23 01:00:00,4541.0,23845,0,35.9
2020-11-23 02:00:00,4143.0,22921,0,32.34
2020-11-23 03:00:00,3780.0,22386,0,33.8
2020-11-23 04:00:00,3497.0,22016,0,37.74
2020-11-23 05:00:00,3246.0,22892,0,43.84
2020-11-23 06:00:00,3184.0,26799,0,51.59
2020-11-23 07:00:00,3521.0,32927,0,56.59
2020-11-23 08:00:00,4038.0,36208,262,53.82
2020-11-23 09:00:00,4708.0,36777,1380,48.13
2020-11-23 10:00:00,5593.0,35769,2370,43.99
2020-11-23 11:00:00,6382.0,35082,2730,42.1
2020-11-23 12:00:00,7143.0,35566,2990,41.83
2020-11-23 13:00:00,7807.0,35660,1990,44.0
2020-11-23 14:00:00,8469.0,35292,1240,45.05
2020-11-23 15:00:00,9223.0,36041,349,44.63
2020-11-23 16:00:00,10073.0,39324,2,53.17
2020-11-23 17:00:00,10463.0,41881,2,56.5
2020-11-23 18:00:00,10792.0,39766,1,50.4
2020-11-23 19:00:00,11028.0,37381,0,49.73
2020-11-23 20:00:00,11228.0,34357,0,41.82
2020-11-23 21:00:00,11354.0,30840,0,41.76
2020-11-23 22:00:00,11335.0,27070,0,38.47
2020-11-23 23:00:00,11295.0,23789,0,34.49
2020-11-24 00:00:00,10931.0,22360,0,33.2
2020-11-24 01:00:00,10797.0,22333,0,33.06
2020-11-24 02:00:00,10670.0,21345,0,28.0
2020-11-24 03:00:00,10543.0,20656,0,28.0
2020-11-24 04:00:00,10465.0,20409,0,28.86
2020-11-24 05:00:00,10405.0,21316,0,34.05
2020-11-24 06:00:00,10367.0,24900,0,44.35
2020-11-24 07:00:00,10353.0,30712,0,47.92
2020-11-24 08:00:00,10349.0,33352,217,46.57
2020-11-24 09:00:00,10365.0,33774,909,44.6
2020-11-24 10:00:00,10467.0,34083,1090,43.0
2020-11-24 11:00:00,10603.0,33987,1730,42.52
2020-11-24 12:00:00,10686.0,34102,2020,39.84
2020-11-24 13:00:00,10641.0,33996,1560,41.21
2020-11-24 14:00:00,10549.0,33644,1050,42.73
2020-11-24 15:00:00,10480.0,34738,267,43.14
2020-11-24 16:00:00,10325.0,38220,0,50.87
2020-11-24 17:00:00,10150.0,40945,0,65.0
2020-11-24 18:00:00,9908.0,39693,0,52.8
2020-11-24 19:00:00,9552.0,37300,0,50.4
2020-11-24 20:00:00,9147.0,34733,0,43.16
2020-11-24 21:00:00,8717.0,31700,0,43.01
2020-11-24 22:00:00,8264.0,28370,0,36.04
2020-11-24 23:00:00,7765.0,25542,0,40.0
2020-11-25 00:00:00,6850.0,24178,0,36.44
2020-11-25 01:00:00,6724.0,24124,0,36.45
2020-11-25 02:00:00,6631.0,23446,0,36.4
2020-11-25 03:00:00,6552.0,22829,0,33.1
2020-11-25 04:00:00,6402.0,22290,0,32.56
2020-11-25 05:00:00,6151.0,23222,0,39.62
2020-11-25 06:00:00,5893.0,27147,0,48.29
2020-11-25 07:00:00,5605.0,32885,0,46.47
2020-11-25 08:00:00,5270.0,36004,51,48.0
2020-11-25 09:00:00,4950.0,37010,317,47.03
2020-11-25 10:00:00,4665.0,37117,873,46.69
2020-11-25 11:00:00,4377.0,37181,1250,45.95
2020-11-25 12:00:00,4128.0,37514,1400,45.96
2020-11-25 13:00:00,3774.0,37559,1470,47.34
2020-11-25 14:00:00,3455.0,37127,1230,48.16
2020-11-25 15:00:00,3438.0,37719,324,49.67
2020-11-25 16:00:00,3954.0,41151,2,60.63
2020-11-25 17:00:00,3905.0,43012,0,96.92
2020-11-25 18:00:00,3808.0,42313,0,70.0
2020-11-25 19:00:00,3567.0,40216,0,50.2
2020-11-25 20:00:00,3352.0,37865,0,46.81
2020-11-25 21:00:00,3089.0,34910,0,43.93
2020-11-25 22:00:00,2634.0,30989,0,39.06
2020-11-25 23:00:00,2226.0,27487,0,39.97
2020-11-26 00:00:00,1247.0,25812,0,40.52
2020-11-26 01:00:00,1015.0,25961,0,39.12
2020-11-26 02:00:00,842.0,24941,0,38.92
2020-11-26 03:00:00,709.0,24248,0,38.25
2020-11-26 04:00:00,601.0,23841,0,38.27
2020-11-26 05:00:00,535.0,24844,0,41.97
2020-11-26 06:00:00,503.0,28566,11,54.74
2020-11-26 07:00:00,497.0,34512,0,59.99
2020-11-26 08:00:00,498.0,36936,186,59.79
2020-11-26 09:00:00,502.0,37799,1220,56.11
2020-11-26 10:00:00,517.0,36602,2520,54.0
2020-11-26 11:00:00,549.0,36317,3300,51.18
2020-11-26 12:00:00,587.0,36203,2730,52.08
2020-11-26 13:00:00,638.0,36767,2440,56.1
2020-11-26 14:00:00,710.0,36750,1600,60.0
2020-11-26 15:00:00,796.0,38134,438,66.1
2020-11-26 16:00:00,885.0,40839,2,139.0
2020-11-26 17:00:00,998.0,42811,0,313.45
2020-11-26 18:00:00,1113.0,42501,0,173.45
2020-11-26 19:00:00,1199.0,41247,0,75.3
2020-11-26 20:00:00,1290.0,38458,0,49.99
2020-11-26 21:00:00,1368.0,35320,0,45.74
2020-11-26 22:00:00,1391.0,31729,0,41.27
2020-11-26 23:00:00,1415.0,28349,0,41.94
2020-11-27 00:00:00,1360.0,26843,0,41.01
2020-11-27 01:00:00,1330.0,26687,0,39.14
2020-11-27 02:00:00,1300.0,25523,0,36.83
2020-11-27 03:00:00,1239.0,24898,0,37.8
2020-11-27 04:00:00,1142.0,24326,0,41.25
2020-11-27 05:00:00,1038.0,25414,0,46.23
2020-11-27 06:00:00,968.0,29158,0,59.8
2020-11-27 07:00:00,922.0,34478,0,69.3
2020-11-27 08:00:00,881.0,37392,115,69.43
2020-11-27 09:00:00,850.0,38180,832,67.34
2020-11-27 10:00:00,793.0,38396,1900,65.01
2020-11-27 11:00:00,764.0,37997,2390,64.3
2020-11-27 12:00:00,741.0,38313,2340,61.14
2020-11-27 13:00:00,744.0,38394,1770,60.49
2020-11-27 14:00:00,764.0,38022,1140,64.6
2020-11-27 15:00:00,806.0,38072,183,68.33
2020-11-27 16:00:00,950.0,40777,0,109.51
2020-11-27 17:00:00,1079.0,42363,1,142.78
2020-11-27 18:00:00,1217.0,41533,0,69.0
2020-11-27 19:00:00,1345.0,39631,0,54.21
2020-11-27 20:00:00,1491.0,37051,0,48.6
2020-11-27 21:00:00,1622.0,34182,0,47.53
2020-11-27 22:00:00,1666.0,30820,0,42.26
2020-11-27 23:00:00,1719.0,27704,0,50.8
2020-11-28 00:00:00,2084.0,26247,0,47.27
2020-11-28 01:00:00,2161.0,25919,0,44.27
2020-11-28 02:00:00,2280.0,24445,0,41.93
2020-11-28 03:00:00,2356.0,23582,0,37.83
2020-11-28 04:00:00,2398.0,22872,0,39.08
2020-11-28 05:00:00,2423.0,22923,0,38.34
2020-11-28 06:00:00,2454.0,24789,0,41.43
2020-11-28 07:00:00,2468.0,27278,0,41.74
2020-11-28 08:00:00,2507.0,29747,12,44.99
2020-11-28 09:00:00,2489.0,32551,209,46.31
2020-11-28 10:00:00,2343.0,33994,713,46.74
2020-11-28 11:00:00,2192.0,34295,921,52.0
2020-11-28 12:00:00,2054.0,34792,967,54.0
2020-11-28 13:00:00,2017.0,34791,732,54.0
2020-11-28 14:00:00,2038.0,34521,365,50.16
2020-11-28 15:00:00,2117.0,34916,61,47.42
2020-11-28 16:00:00,2297.0,37201,0,62.59
2020-11-28 17:00:00,2376.0,39495,0,79.0
2020-11-28 18:00:00,2419.0,38955,0,65.87
2020-11-28 19:00:00,2325.0,36664,0,48.1
2020-11-28 20:00:00,2236.0,34377,0,51.53
2020-11-28 21:00:00,2135.0,31934,0,46.27
2020-11-28 22:00:00,1992.0,29410,0,42.26
2020-11-28 23:00:00,1859.0,26789,0,48.99
2020-11-29 00:00:00,1392.0,25398,0,48.99
2020-11-29 01:00:00,1249.0,25415,0,49.91
2020-11-29 02:00:00,1127.0,24107,0,47.77
2020-11-29 03:00:00,1038.0,23160,0,40.49
2020-11-29 04:00:00,990.0,22390,0,40.02
2020-11-29 05:00:00,967.0,22464,0,40.03
2020-11-29 06:00:00,955.0,23487,0,41.04
2020-11-29 07:00:00,944.0,25311,0,39.59
2020-11-29 08:00:00,943.0,27306,20,43.89
2020-11-29 09:00:00,934.0,30487,226,49.6
2020-11-29 10:00:00,894.0,32579,627,48.1
2020-11-29 11:00:00,882.0,33852,959,46.4
2020-11-29 12:00:00,892.0,35123,1130,55.9
2020-11-29 13:00:00,928.0,35638,868,53.99
2020-11-29 14:00:00,969.0,35689,416,47.0
2020-11-29 15:00:00,1022.0,37092,93,47.02
2020-11-29 16:00:00,1053.0,39685,1,78.99
2020-11-29 17:00:00,1132.0,41795,0,100.0
2020-11-29 18:00:00,1223.0,40425,0,69.99
2020-11-29 19:00:00,1341.0,38127,0,51.88
2020-11-29 20:00:00,1470.0,35238,0,48.43
2020-11-29 21:00:00,1624.0,32370,0,46.26
2020-11-29 22:00:00,1833.0,29169,0,41.75
2020-11-29 23:00:00,2060.0,25955,0,43.19
2020-11-30 00:00:00,2657.0,24401,0,42.6
2020-11-30 01:00:00,2987.0,24428,0,38.99
2020-11-30 02:00:00,3374.0,23187,0,35.73
2020-11-30 03:00:00,3818.0,22154,0,35.97
2020-11-30 04:00:00,4317.0,21505,0,37.94
2020-11-30 05:00:00,4893.0,22225,0,49.91
2020-11-30 06:00:00,5443.0,25896,0,61.41
2020-11-30 07:00:00,5970.0,31842,0,58.0
2020-11-30 08:00:00,6517.0,35148,58,58.88
2020-11-30 09:00:00,7093.0,36563,269,54.45
2020-11-30 10:00:00,7800.0,36840,384,51.51
2020-11-30 11:00:00,8444.0,37086,599,49.18
2020-11-30 12:00:00,9003.0,37850,594,48.35
2020-11-30 13:00:00,9316.0,37920,501,48.38
2020-11-30 14:00:00,9591.0,37284,286,48.84
2020-11-30 15:00:00,9852.0,37481,19,49.82
2020-11-30 16:00:00,10149.0,40167,0,58.03
2020-11-30 17:00:00,10052.0,41826,0,62.39
2020-11-30 18:00:00,9873.0,40827,0,54.82
2020-11-30 19:00:00,9512.0,38249,0,52.22
2020-11-30 20:00:00,9122.0,35631,0,46.44
2020-11-30 21:00:00,8666.0,32800,0,43.26
2020-11-30 22:00:00,8095.0,28965,0,39.42
2020-11-30 23:00:00,7525.0,25987,0,42.55
2020-12-01 00:00:00,7085.0,24751,0,38.96
2020-12-01 01:00:00,6659.0,25180,0,40.0
2020-12-01 02:00:00,6317.0,24248,0,36.96
2020-12-01 03:00:00,6045.0,23642,0,34.18
2020-12-01 04:00:00,5824.0,23330,0,35.88
2020-12-01 05:00:00,5659.0,24467,0,42.68
2020-12-01 06:00:00,5537.0,28355,0,49.52
2020-12-01 07:00:00,5447.0,34593,0,48.0
2020-12-01 08:00:00,5352.0,37660,250,55.28
2020-12-01 09:00:00,5305.0,38256,1800,59.0
2020-12-01 10:00:00,5310.0,37445,3040,56.0
2020-12-01 11:00:00,5287.0,36999,3870,53.55
2020-12-01 12:00:00,5320.0,37316,3570,55.41
2020-12-01 13:00:00,5377.0,37869,2640,54.0
2020-12-01 14:00:00,5431.0,38403,1380,53.48
2020-12-01 15:00:00,5506.0,39609,235,57.13
2020-12-01 16:00:00,5530.0,42700,0,72.1
2020-12-01 17:00:00,5281.0,44340,0,84.97
2020-12-01 18:00:00,4983.0,43910,0,61.48
2020-12-01 19:00:00,4591.0,42475,0,53.45
2020-12-01 20:00:00,4270.0,39632,0,49.02
2020-12-01 21:00:00,4059.0,36232,0,47.9
2020-12-01 22:00:00,3971.0,32446,0,43.96
2020-12-01 23:00:00,3933.0,28778,0,44.08
2020-12-02 00:00:00,4171.0,27291,0,42.78
2020-12-02 01:00:00,4061.0,27061,0,41.34
2020-12-02 02:00:00,3914.0,25978,0,39.87
2020-12-02 03:00:00,3776.0,25140,0,40.91
2020-12-02 04:00:00,3665.0,24506,0,43.6
2020-12-02 05:00:00,3686.0,25279,0,50.96
2020-12-02 06:00:00,3851.0,29134,0,52.04
2020-12-02 07:00:00,4189.0,35374,0,57.3
2020-12-02 08:00:00,4614.0,38033,107,62.9
2020-12-02 09:00:00,5045.0,39550,309,64.93
2020-12-02 10:00:00,5430.0,40097,494,62.01
2020-12-02 11:00:00,5859.0,39693,895,61.74
2020-12-02 12:00:00,6296.0,39769,1160,63.3
2020-12-02 13:00:00,6673.0,39401,1270,60.0
2020-12-02 14:00:00,6978.0,38804,849,54.0
2020-12-02 15:00:00,7298.0,39572,122,54.3
2020-12-02 16:00:00,7610.0,42047,0,89.96
2020-12-02 17:00:00,7743.0,43641,0,86.75
2020-12-02 18:00:00,7864.0,42704,0,68.13
2020-12-02 19:00:00,7917.0,41382,0,56.07
2020-12-02 20:00:00,7967.0,38636,0,51.0
2020-12-02 21:00:00,8000.0,35066,0,46.58
2020-12-02 22:00:00,7992.0,31002,0,41.72
2020-12-02 23:00:00,7979.0,26966,0,44.0
2020-12-03 00:00:00,7712.0,25405,0,41.85
2020-12-03 01:00:00,7425.0,25734,0,41.22
2020-12-03 02:00:00,7206.0,24211,0,40.25
2020-12-03 03:00:00,6827.0,23946,0,39.64
2020-12-03 04:00:00,6440.0,23853,0,41.59
2020-12-03 05:00:00,5972.0,24733,0,49.92
2020-12-03 06:00:00,5567.0,28850,0,53.53
2020-12-03 07:00:00,5144.0,35203,0,55.15
2020-12-03 08:00:00,5022.0,38995,0,61.1
2020-12-03 09:00:00,5120.0,40915,60,58.22
2020-12-03 10:00:00,5502.0,41508,247,58.51
2020-12-03 11:00:00,5882.0,42067,391,57.37
2020-12-03 12:00:00,6042.0,42727,467,55.27
2020-12-03 13:00:00,6049.0,43058,441,52.56
2020-12-03 14:00:00,6016.0,42954,223,55.92
2020-12-03 15:00:00,5968.0,42393,100,64.99
2020-12-03 16:00:00,5936.0,43782,0,108.8
2020-12-03 17:00:00,6011.0,44907,0,150.83
2020-12-03 18:00:00,6068.0,44451,0,80.0
2020-12-03 19:00:00,6113.0,43343,0,70.03
2020-12-03 20:00:00,6180.0,40783,0,51.8
2020-12-03 21:00:00,6274.0,37219,0,50.0
2020-12-03 22:00:00,6407.0,33014,0,47.84
2020-12-03 23:00:00,6603.0,28870,0,55.92
2020-12-04 00:00:00,6712.0,26851,0,53.76
2020-12-04 01:00:00,6948.0,26445,0,49.92
2020-12-04 02:00:00,7166.0,25246,0,39.78
2020-12-04 03:00:00,7552.0,24298,0,26.18
2020-12-04 04:00:00,8152.0,23432,0,28.58
2020-12-04 05:00:00,8833.0,24381,0,33.4
2020-12-04 06:00:00,9470.0,28219,0,50.06
2020-12-04 07:00:00,9959.0,34273,0,48.2
2020-12-04 08:00:00,10322.0,37790,6,55.5
2020-12-04 09:00:00,10524.0,39564,158,56.21
2020-12-04 10:00:00,10622.0,40022,422,56.18
2020-12-04 11:00:00,10740.0,39621,931,59.5
2020-12-04 12:00:00,10930.0,39979,1090,55.62
2020-12-04 13:00:00,11128.0,39475,972,52.44
2020-12-04 14:00:00,11228.0,39343,550,49.28
2020-12-04 15:00:00,11131.0,39661,200,52.14
2020-12-04 16:00:00,10572.0,42229,0,59.8
2020-12-04 17:00:00,10769.0,43593,0,62.0
2020-12-04 18:00:00,10882.0,42192,0,55.11
2020-12-04 19:00:00,10797.0,40030,0,53.92
2020-12-04 20:00:00,10696.0,37239,0,48.35
2020-12-04 21:00:00,10517.0,34230,0,46.48
2020-12-04 22:00:00,10133.0,30845,0,41.8
2020-12-04 23:00:00,9703.0,27247,0,43.09
2020-12-05 00:00:00,9456.0,25901,0,42.77
2020-12-05 01:00:00,9022.0,25694,0,39.11
2020-12-05 02:00:00,8790.0,24517,0,36.34
